instant,dteday,season,year,month,hour,holiday,weekday,workingday,weather situation,temp,atemp,humidity,windspeed,casual,registered,count_cr,time_of_day,windspeed_category
11836,2012-05-13,Summer,2012,May,8.0,0,Sunday,0,Clear,0.56,0.5303,0.64,0.1642,32,124,156,Pagi,Angin Ringan
11837,2012-05-13,Summer,2012,May,9.0,0,Sunday,0,Clear,0.6,0.6212,0.56,0.1343,79,143,222,Pagi,Angin Ringan
11838,2012-05-13,Summer,2012,May,10.0,0,Sunday,0,Clear,0.6,0.6061,0.6,0.2537,128,222,350,Pagi,Angin Sedang
11839,2012-05-13,Summer,2012,May,11.0,0,Sunday,0,Clear,0.62,0.6212,0.57,0.2537,150,278,428,Pagi,Angin Sedang
11840,2012-05-13,Summer,2012,May,12.0,0,Sunday,0,Clear,0.64,0.6212,0.57,0.2239,189,342,531,Siang,Angin Sedang
11841,2012-05-13,Summer,2012,May,13.0,0,Sunday,0,Clear,0.68,0.6364,0.54,0.2537,255,347,602,Siang,Angin Sedang
11842,2012-05-13,Summer,2012,May,14.0,0,Sunday,0,Clear,0.7,0.6515,0.48,0.1343,228,324,552,Siang,Angin Ringan
11843,2012-05-13,Summer,2012,May,15.0,0,Sunday,0,Clear,0.72,0.6515,0.45,0.3582,190,309,499,Siang,Angin Kencang
11844,2012-05-13,Summer,2012,May,16.0,0,Sunday,0,Clear,0.72,0.6515,0.42,0.2537,225,339,564,Sore,Angin Sedang
11845,2012-05-13,Summer,2012,May,17.0,0,Sunday,0,Clear,0.7,0.6364,0.45,0.4179,191,287,478,Sore,Angin Kencang
11846,2012-05-13,Summer,2012,May,18.0,0,Sunday,0,Misty,0.68,0.6364,0.44,0.3582,129,260,389,Sore,Angin Kencang
11847,2012-05-13,Summer,2012,May,19.0,0,Sunday,0,Misty,0.66,0.6212,0.5,0.4179,107,232,339,Malam,Angin Kencang
11848,2012-05-13,Summer,2012,May,20.0,0,Sunday,0,Misty,0.66,0.6212,0.5,0.2836,67,163,230,Malam,Angin Sedang
11849,2012-05-13,Summer,2012,May,21.0,0,Sunday,0,Misty,0.64,0.6212,0.53,0.194,48,121,169,Malam,Angin Ringan
11850,2012-05-13,Summer,2012,May,22.0,0,Sunday,0,Misty,0.62,0.6061,0.61,0.1642,42,89,131,Malam,Angin Ringan
11851,2012-05-13,Summer,2012,May,23.0,0,Sunday,0,Misty,0.62,0.6212,0.57,0.2239,17,57,74,Malam,Angin Sedang
11852,2012-05-14,Summer,2012,May,0.0,0,Monday,1,Misty,0.6,0.6212,0.56,0.2537,21,14,35,Malam,Angin Sedang
11853,2012-05-14,Summer,2012,May,1.0,0,Monday,1,Misty,0.6,0.6061,0.6,0.2836,5,6,11,Malam,Angin Sedang
11854,2012-05-14,Summer,2012,May,2.0,0,Monday,1,Clear,0.6,0.6061,0.6,0.2985,1,1,2,Malam,Angin Sedang
11855,2012-05-14,Summer,2012,May,3.0,0,Monday,1,Misty,0.58,0.5455,0.68,0.3284,0,2,2,Malam,Angin Sedang
11856,2012-05-14,Summer,2012,May,4.0,0,Monday,1,Misty,0.54,0.5152,0.77,0.2239,3,3,6,Malam,Angin Sedang
11857,2012-05-14,Summer,2012,May,5.0,0,Monday,1,Misty,0.54,0.5152,0.77,0.1642,1,25,26,Malam,Angin Ringan
11858,2012-05-14,Summer,2012,May,6.0,0,Monday,1,Light_rainsnow,0.52,0.5,0.94,0.2985,3,62,65,Pagi,Angin Sedang
11859,2012-05-14,Summer,2012,May,7.0,0,Monday,1,Light_rainsnow,0.52,0.5,0.94,0.194,3,72,75,Pagi,Angin Ringan
11860,2012-05-14,Summer,2012,May,8.0,0,Monday,1,Light_rainsnow,0.54,0.5152,0.88,0.2239,1,155,156,Pagi,Angin Sedang
11861,2012-05-14,Summer,2012,May,9.0,0,Monday,1,Light_rainsnow,0.54,0.5152,0.88,0.2836,5,105,110,Pagi,Angin Sedang
11862,2012-05-14,Summer,2012,May,10.0,0,Monday,1,Light_rainsnow,0.54,0.5152,0.88,0.2537,6,53,59,Pagi,Angin Sedang
11863,2012-05-14,Summer,2012,May,11.0,0,Monday,1,Misty,0.56,0.5303,0.83,0.2239,12,67,79,Pagi,Angin Sedang
11864,2012-05-14,Summer,2012,May,12.0,0,Monday,1,Misty,0.56,0.5303,0.88,0.2836,53,132,185,Siang,Angin Sedang
11865,2012-05-14,Summer,2012,May,13.0,0,Monday,1,Misty,0.62,0.5909,0.73,0.2239,33,143,176,Siang,Angin Sedang
11866,2012-05-14,Summer,2012,May,14.0,0,Monday,1,Misty,0.62,0.5909,0.73,0.2537,43,128,171,Siang,Angin Sedang
11867,2012-05-14,Summer,2012,May,15.0,0,Monday,1,Misty,0.62,0.5909,0.73,0.1642,40,156,196,Siang,Angin Ringan
11868,2012-05-14,Summer,2012,May,16.0,0,Monday,1,Light_rainsnow,0.62,0.6061,0.69,0.2836,20,91,111,Sore,Angin Sedang
11869,2012-05-14,Summer,2012,May,17.0,0,Monday,1,Light_rainsnow,0.56,0.5303,0.88,0.2537,25,204,229,Sore,Angin Sedang
11870,2012-05-14,Summer,2012,May,18.0,0,Monday,1,Misty,0.58,0.5455,0.83,0.0,17,283,300,Sore,Angin Ringan
11871,2012-05-14,Summer,2012,May,19.0,0,Monday,1,Light_rainsnow,0.58,0.5455,0.88,0.1343,10,294,304,Malam,Angin Ringan
11872,2012-05-14,Summer,2012,May,20.0,0,Monday,1,Misty,0.58,0.5455,0.88,0.194,11,178,189,Malam,Angin Ringan
11873,2012-05-14,Summer,2012,May,21.0,0,Monday,1,Misty,0.58,0.5455,0.83,0.0896,7,145,152,Malam,Angin Ringan
11874,2012-05-14,Summer,2012,May,22.0,0,Monday,1,Misty,0.58,0.5455,0.78,0.0896,11,118,129,Malam,Angin Ringan
11875,2012-05-14,Summer,2012,May,23.0,0,Monday,1,Misty,0.58,0.5455,0.78,0.1045,11,64,75,Malam,Angin Ringan
11876,2012-05-15,Summer,2012,May,0.0,0,Tuesday,1,Misty,0.56,0.5303,0.88,0.1343,7,25,32,Malam,Angin Ringan
11877,2012-05-15,Summer,2012,May,1.0,0,Tuesday,1,Light_rainsnow,0.56,0.5303,0.88,0.1343,5,14,19,Malam,Angin Ringan
11878,2012-05-15,Summer,2012,May,2.0,0,Tuesday,1,Misty,0.56,0.5303,0.88,0.1343,1,3,4,Malam,Angin Ringan
11879,2012-05-15,Summer,2012,May,3.0,0,Tuesday,1,Light_rainsnow,0.58,0.5455,0.83,0.1343,1,5,6,Malam,Angin Ringan
11880,2012-05-15,Summer,2012,May,4.0,0,Tuesday,1,Light_rainsnow,0.56,0.5303,0.94,0.0,1,4,5,Malam,Angin Ringan
11881,2012-05-15,Summer,2012,May,5.0,0,Tuesday,1,Light_rainsnow,0.56,0.5303,0.94,0.2239,0,8,8,Malam,Angin Sedang
11882,2012-05-15,Summer,2012,May,6.0,0,Tuesday,1,Light_rainsnow,0.56,0.5303,0.94,0.2239,2,22,24,Pagi,Angin Sedang
11883,2012-05-15,Summer,2012,May,7.0,0,Tuesday,1,Light_rainsnow,0.56,0.5303,0.94,0.1343,1,91,92,Pagi,Angin Ringan
11884,2012-05-15,Summer,2012,May,8.0,0,Tuesday,1,Misty,0.58,0.5455,0.88,0.0896,8,401,409,Pagi,Angin Ringan
11885,2012-05-15,Summer,2012,May,9.0,0,Tuesday,1,Misty,0.58,0.5455,0.88,0.0896,28,327,355,Pagi,Angin Ringan
11886,2012-05-15,Summer,2012,May,10.0,0,Tuesday,1,Clear,0.62,0.5909,0.78,0.1045,27,144,171,Pagi,Angin Ringan
11887,2012-05-15,Summer,2012,May,11.0,0,Tuesday,1,Clear,0.64,0.5909,0.78,0.194,38,186,224,Pagi,Angin Ringan
11888,2012-05-15,Summer,2012,May,12.0,0,Tuesday,1,Clear,0.64,0.6061,0.73,0.194,44,220,264,Siang,Angin Ringan
11889,2012-05-15,Summer,2012,May,13.0,0,Tuesday,1,Light_rainsnow,0.64,0.6061,0.73,0.194,35,204,239,Siang,Angin Ringan
11890,2012-05-15,Summer,2012,May,14.0,0,Tuesday,1,Misty,0.64,0.6061,0.73,0.194,39,145,184,Siang,Angin Ringan
11891,2012-05-15,Summer,2012,May,15.0,0,Tuesday,1,Misty,0.7,0.6515,0.61,0.0896,51,205,256,Siang,Angin Ringan
11892,2012-05-15,Summer,2012,May,16.0,0,Tuesday,1,Clear,0.68,0.6364,0.65,0.1642,74,300,374,Sore,Angin Ringan
11893,2012-05-15,Summer,2012,May,17.0,0,Tuesday,1,Clear,0.68,0.6364,0.65,0.1045,75,603,678,Sore,Angin Ringan
11894,2012-05-15,Summer,2012,May,18.0,0,Tuesday,1,Clear,0.7,0.6515,0.61,0.0896,68,665,733,Sore,Angin Ringan
11895,2012-05-15,Summer,2012,May,19.0,0,Tuesday,1,Clear,0.66,0.6212,0.69,0.1642,57,455,512,Malam,Angin Ringan
11896,2012-05-15,Summer,2012,May,20.0,0,Tuesday,1,Light_rainsnow,0.64,0.6061,0.73,0.1343,30,233,263,Malam,Angin Ringan
11897,2012-05-15,Summer,2012,May,21.0,0,Tuesday,1,Light_rainsnow,0.64,0.6061,0.73,0.2836,11,98,109,Malam,Angin Sedang
11898,2012-05-15,Summer,2012,May,22.0,0,Tuesday,1,Clear,0.58,0.5455,0.78,0.2239,9,74,83,Malam,Angin Sedang
11899,2012-05-15,Summer,2012,May,23.0,0,Tuesday,1,Light_rainsnow,0.56,0.5303,0.88,0.1045,13,58,71,Malam,Angin Ringan
11900,2012-05-16,Summer,2012,May,0.0,0,Wednesday,1,Misty,0.58,0.5455,0.88,0.0,12,27,39,Malam,Angin Ringan
11901,2012-05-16,Summer,2012,May,1.0,0,Wednesday,1,Misty,0.58,0.5455,0.88,0.1343,7,14,21,Malam,Angin Ringan
11902,2012-05-16,Summer,2012,May,2.0,0,Wednesday,1,Clear,0.56,0.5303,0.94,0.194,5,14,19,Malam,Angin Ringan
11903,2012-05-16,Summer,2012,May,3.0,0,Wednesday,1,Clear,0.56,0.5303,0.88,0.1045,1,5,6,Malam,Angin Ringan
11904,2012-05-16,Summer,2012,May,4.0,0,Wednesday,1,Clear,0.54,0.5152,0.94,0.1343,1,3,4,Malam,Angin Ringan
11905,2012-05-16,Summer,2012,May,5.0,0,Wednesday,1,Clear,0.54,0.5152,0.94,0.1045,4,34,38,Malam,Angin Ringan
11906,2012-05-16,Summer,2012,May,6.0,0,Wednesday,1,Clear,0.54,0.5152,0.94,0.0896,8,150,158,Pagi,Angin Ringan
11907,2012-05-16,Summer,2012,May,7.0,0,Wednesday,1,Clear,0.56,0.5303,0.83,0.0,14,426,440,Pagi,Angin Ringan
11908,2012-05-16,Summer,2012,May,8.0,0,Wednesday,1,Clear,0.58,0.5455,0.83,0.0,33,617,650,Pagi,Angin Ringan
11909,2012-05-16,Summer,2012,May,9.0,0,Wednesday,1,Misty,0.6,0.5758,0.78,0.1343,33,314,347,Pagi,Angin Ringan
11910,2012-05-16,Summer,2012,May,10.0,0,Wednesday,1,Clear,0.66,0.6212,0.61,0.0,43,149,192,Pagi,Angin Ringan
11911,2012-05-16,Summer,2012,May,11.0,0,Wednesday,1,Clear,0.7,0.6515,0.54,0.1343,55,212,267,Pagi,Angin Ringan
11912,2012-05-16,Summer,2012,May,12.0,0,Wednesday,1,Clear,0.7,0.6515,0.54,0.194,59,271,330,Siang,Angin Ringan
11913,2012-05-16,Summer,2012,May,13.0,0,Wednesday,1,Clear,0.72,0.6515,0.42,0.0,77,273,350,Siang,Angin Ringan
11914,2012-05-16,Summer,2012,May,14.0,0,Wednesday,1,Clear,0.72,0.6515,0.42,0.0896,42,221,263,Siang,Angin Ringan
11915,2012-05-16,Summer,2012,May,15.0,0,Wednesday,1,Misty,0.72,0.6667,0.48,0.1045,52,222,274,Siang,Angin Ringan
11916,2012-05-16,Summer,2012,May,16.0,0,Wednesday,1,Clear,0.72,0.6515,0.45,0.1045,70,376,446,Sore,Angin Ringan
11917,2012-05-16,Summer,2012,May,17.0,0,Wednesday,1,Clear,0.72,0.6667,0.51,0.194,104,769,873,Sore,Angin Ringan
11918,2012-05-16,Summer,2012,May,18.0,0,Wednesday,1,Clear,0.72,0.6667,0.51,0.2239,97,749,846,Sore,Angin Sedang
11919,2012-05-16,Summer,2012,May,19.0,0,Wednesday,1,Clear,0.7,0.6515,0.54,0.2836,91,499,590,Malam,Angin Sedang
11920,2012-05-16,Summer,2012,May,20.0,0,Wednesday,1,Clear,0.66,0.6212,0.65,0.2537,61,398,459,Malam,Angin Sedang
11921,2012-05-16,Summer,2012,May,21.0,0,Wednesday,1,Clear,0.64,0.6061,0.73,0.194,63,330,393,Malam,Angin Ringan
11922,2012-05-16,Summer,2012,May,22.0,0,Wednesday,1,Clear,0.64,0.6061,0.73,0.1642,33,253,286,Malam,Angin Ringan
11923,2012-05-16,Summer,2012,May,23.0,0,Wednesday,1,Clear,0.62,0.5909,0.78,0.1045,26,107,133,Malam,Angin Ringan
11924,2012-05-17,Summer,2012,May,0.0,0,Thursday,1,Clear,0.6,0.5758,0.78,0.1343,30,49,79,Malam,Angin Ringan
11925,2012-05-17,Summer,2012,May,1.0,0,Thursday,1,Clear,0.6,0.5606,0.83,0.1642,12,16,28,Malam,Angin Ringan
11926,2012-05-17,Summer,2012,May,2.0,0,Thursday,1,Clear,0.6,0.5758,0.78,0.1642,8,8,16,Malam,Angin Ringan
11927,2012-05-17,Summer,2012,May,3.0,0,Thursday,1,Clear,0.6,0.5909,0.73,0.2537,0,3,3,Malam,Angin Sedang
11928,2012-05-17,Summer,2012,May,4.0,0,Thursday,1,Clear,0.6,0.6061,0.64,0.3284,3,13,16,Malam,Angin Sedang
11929,2012-05-17,Summer,2012,May,5.0,0,Thursday,1,Clear,0.56,0.5303,0.68,0.3284,1,34,35,Malam,Angin Sedang
11930,2012-05-17,Summer,2012,May,6.0,0,Thursday,1,Clear,0.54,0.5152,0.73,0.3582,10,149,159,Pagi,Angin Kencang
11931,2012-05-17,Summer,2012,May,7.0,0,Thursday,1,Clear,0.54,0.5152,0.73,0.3881,25,449,474,Pagi,Angin Kencang
11932,2012-05-17,Summer,2012,May,8.0,0,Thursday,1,Clear,0.52,0.5,0.55,0.4478,29,605,634,Pagi,Angin Kencang
11933,2012-05-17,Summer,2012,May,9.0,0,Thursday,1,Clear,0.54,0.5152,0.52,0.4179,57,289,346,Pagi,Angin Kencang
11934,2012-05-17,Summer,2012,May,10.0,0,Thursday,1,Clear,0.56,0.5303,0.52,0.2537,43,162,205,Pagi,Angin Sedang
11935,2012-05-17,Summer,2012,May,11.0,0,Thursday,1,Clear,0.58,0.5455,0.49,0.2239,77,202,279,Pagi,Angin Sedang
11936,2012-05-17,Summer,2012,May,12.0,0,Thursday,1,Clear,0.6,0.6212,0.43,0.194,72,276,348,Siang,Angin Ringan
11937,2012-05-17,Summer,2012,May,13.0,0,Thursday,1,Clear,0.62,0.6212,0.41,0.194,86,241,327,Siang,Angin Ringan
11938,2012-05-17,Summer,2012,May,14.0,0,Thursday,1,Clear,0.64,0.6212,0.38,0.194,68,202,270,Siang,Angin Ringan
11939,2012-05-17,Summer,2012,May,15.0,0,Thursday,1,Clear,0.64,0.6212,0.36,0.2537,83,233,316,Siang,Angin Sedang
11940,2012-05-17,Summer,2012,May,16.0,0,Thursday,1,Clear,0.66,0.6212,0.31,0.194,86,344,430,Sore,Angin Ringan
11941,2012-05-17,Summer,2012,May,17.0,0,Thursday,1,Clear,0.66,0.6212,0.31,0.1343,133,719,852,Sore,Angin Ringan
11942,2012-05-17,Summer,2012,May,18.0,0,Thursday,1,Clear,0.66,0.6212,0.27,0.1642,134,734,868,Sore,Angin Ringan
11943,2012-05-17,Summer,2012,May,19.0,0,Thursday,1,Clear,0.64,0.6212,0.31,0.194,86,451,537,Malam,Angin Ringan
11944,2012-05-17,Summer,2012,May,20.0,0,Thursday,1,Clear,0.6,0.6212,0.4,0.194,83,363,446,Malam,Angin Ringan
11945,2012-05-17,Summer,2012,May,21.0,0,Thursday,1,Clear,0.58,0.5455,0.4,0.1045,45,254,299,Malam,Angin Ringan
11946,2012-05-17,Summer,2012,May,22.0,0,Thursday,1,Clear,0.56,0.5303,0.43,0.0896,42,209,251,Malam,Angin Ringan
11947,2012-05-17,Summer,2012,May,23.0,0,Thursday,1,Clear,0.54,0.5152,0.49,0.1343,29,137,166,Malam,Angin Ringan
11948,2012-05-18,Summer,2012,May,0.0,0,Friday,1,Clear,0.52,0.5,0.59,0.1045,13,57,70,Malam,Angin Ringan
11949,2012-05-18,Summer,2012,May,1.0,0,Friday,1,Clear,0.5,0.4848,0.59,0.0896,16,33,49,Malam,Angin Ringan
11950,2012-05-18,Summer,2012,May,2.0,0,Friday,1,Clear,0.48,0.4697,0.67,0.1343,12,9,21,Malam,Angin Ringan
11951,2012-05-18,Summer,2012,May,3.0,0,Friday,1,Clear,0.46,0.4545,0.72,0.0896,6,8,14,Malam,Angin Ringan
11952,2012-05-18,Summer,2012,May,4.0,0,Friday,1,Clear,0.46,0.4545,0.77,0.1642,0,11,11,Malam,Angin Ringan
11953,2012-05-18,Summer,2012,May,5.0,0,Friday,1,Clear,0.46,0.4545,0.77,0.1045,1,33,34,Malam,Angin Ringan
11954,2012-05-18,Summer,2012,May,6.0,0,Friday,1,Clear,0.44,0.4394,0.77,0.1343,14,168,182,Pagi,Angin Ringan
11955,2012-05-18,Summer,2012,May,7.0,0,Friday,1,Clear,0.46,0.4545,0.82,0.1045,40,475,515,Pagi,Angin Ringan
11956,2012-05-18,Summer,2012,May,8.0,0,Friday,1,Clear,0.52,0.5,0.59,0.1343,49,696,745,Pagi,Angin Ringan
11957,2012-05-18,Summer,2012,May,9.0,0,Friday,1,Clear,0.56,0.5303,0.56,0.1045,57,304,361,Pagi,Angin Ringan
11958,2012-05-18,Summer,2012,May,10.0,0,Friday,1,Clear,0.6,0.6212,0.46,0.1343,74,181,255,Pagi,Angin Ringan
11959,2012-05-18,Summer,2012,May,11.0,0,Friday,1,Clear,0.62,0.6212,0.43,0.0,109,225,334,Pagi,Angin Ringan
11960,2012-05-18,Summer,2012,May,12.0,0,Friday,1,Clear,0.62,0.6212,0.41,0.194,108,252,360,Siang,Angin Ringan
11961,2012-05-18,Summer,2012,May,13.0,0,Friday,1,Clear,0.64,0.6212,0.36,0.1642,98,297,395,Siang,Angin Ringan
11962,2012-05-18,Summer,2012,May,14.0,0,Friday,1,Clear,0.66,0.6212,0.34,0.1343,108,242,350,Siang,Angin Ringan
11963,2012-05-18,Summer,2012,May,15.0,0,Friday,1,Clear,0.66,0.6212,0.36,0.194,131,260,391,Siang,Angin Ringan
11964,2012-05-18,Summer,2012,May,16.0,0,Friday,1,Clear,0.66,0.6212,0.34,0.2537,151,417,568,Sore,Angin Sedang
11965,2012-05-18,Summer,2012,May,17.0,0,Friday,1,Clear,0.66,0.6212,0.34,0.1343,124,688,812,Sore,Angin Ringan
11966,2012-05-18,Summer,2012,May,18.0,0,Friday,1,Clear,0.64,0.6212,0.38,0.2239,99,570,669,Sore,Angin Sedang
11967,2012-05-18,Summer,2012,May,19.0,0,Friday,1,Clear,0.62,0.6212,0.41,0.194,91,392,483,Malam,Angin Ringan
11968,2012-05-18,Summer,2012,May,20.0,0,Friday,1,Clear,0.62,0.6212,0.41,0.1642,73,264,337,Malam,Angin Ringan
11969,2012-05-18,Summer,2012,May,21.0,0,Friday,1,Clear,0.6,0.6212,0.4,0.0,49,209,258,Malam,Angin Ringan
11970,2012-05-18,Summer,2012,May,22.0,0,Friday,1,Clear,0.56,0.5303,0.52,0.3284,57,194,251,Malam,Angin Sedang
11971,2012-05-18,Summer,2012,May,23.0,0,Friday,1,Clear,0.52,0.5,0.55,0.0,41,133,174,Malam,Angin Ringan
11972,2012-05-19,Summer,2012,May,0.0,0,Saturday,0,Clear,0.52,0.5,0.48,0.1045,30,118,148,Malam,Angin Ringan
11973,2012-05-19,Summer,2012,May,1.0,0,Saturday,0,Clear,0.5,0.4848,0.48,0.0,20,84,104,Malam,Angin Ringan
11974,2012-05-19,Summer,2012,May,2.0,0,Saturday,0,Clear,0.5,0.4848,0.51,0.1045,13,56,69,Malam,Angin Ringan
11975,2012-05-19,Summer,2012,May,3.0,0,Saturday,0,Clear,0.5,0.4848,0.48,0.1045,10,23,33,Malam,Angin Ringan
11976,2012-05-19,Summer,2012,May,4.0,0,Saturday,0,Clear,0.48,0.4697,0.59,0.0896,6,8,14,Malam,Angin Ringan
11977,2012-05-19,Summer,2012,May,5.0,0,Saturday,0,Clear,0.46,0.4545,0.67,0.0,1,11,12,Malam,Angin Ringan
11978,2012-05-19,Summer,2012,May,6.0,0,Saturday,0,Clear,0.44,0.4394,0.72,0.0896,12,38,50,Pagi,Angin Ringan
11979,2012-05-19,Summer,2012,May,7.0,0,Saturday,0,Clear,0.46,0.4545,0.67,0.1045,28,67,95,Pagi,Angin Ringan
11980,2012-05-19,Summer,2012,May,8.0,0,Saturday,0,Clear,0.52,0.5,0.52,0.1642,33,162,195,Pagi,Angin Ringan
11981,2012-05-19,Summer,2012,May,9.0,0,Saturday,0,Clear,0.56,0.5303,0.43,0.1642,79,213,292,Pagi,Angin Ringan
11982,2012-05-19,Summer,2012,May,10.0,0,Saturday,0,Clear,0.56,0.5303,0.43,0.0,177,275,452,Pagi,Angin Ringan
11983,2012-05-19,Summer,2012,May,11.0,0,Saturday,0,Clear,0.62,0.6212,0.38,0.0896,235,351,586,Pagi,Angin Ringan
11984,2012-05-19,Summer,2012,May,12.0,0,Saturday,0,Clear,0.66,0.6212,0.36,0.0,276,366,642,Siang,Angin Ringan
11985,2012-05-19,Summer,2012,May,13.0,0,Saturday,0,Clear,0.7,0.6364,0.37,0.1343,332,372,704,Siang,Angin Ringan
11986,2012-05-19,Summer,2012,May,14.0,0,Saturday,0,Clear,0.72,0.6515,0.3,0.0896,361,369,730,Siang,Angin Ringan
11987,2012-05-19,Summer,2012,May,15.0,0,Saturday,0,Clear,0.72,0.6515,0.3,0.1045,356,316,672,Siang,Angin Ringan
11988,2012-05-19,Summer,2012,May,16.0,0,Saturday,0,Clear,0.74,0.6515,0.3,0.1045,331,311,642,Sore,Angin Ringan
11989,2012-05-19,Summer,2012,May,17.0,0,Saturday,0,Clear,0.74,0.6515,0.3,0.0896,279,347,626,Sore,Angin Ringan
11990,2012-05-19,Summer,2012,May,18.0,0,Saturday,0,Clear,0.74,0.6515,0.33,0.0896,254,391,645,Sore,Angin Ringan
11991,2012-05-19,Summer,2012,May,19.0,0,Saturday,0,Clear,0.7,0.6364,0.39,0.1343,203,229,432,Malam,Angin Ringan
11992,2012-05-19,Summer,2012,May,20.0,0,Saturday,0,Clear,0.68,0.6364,0.41,0.0896,118,197,315,Malam,Angin Ringan
11993,2012-05-19,Summer,2012,May,21.0,0,Saturday,0,Clear,0.64,0.6212,0.5,0.0,81,178,259,Malam,Angin Ringan
11994,2012-05-19,Summer,2012,May,22.0,0,Saturday,0,Clear,0.64,0.6212,0.47,0.0,104,234,338,Malam,Angin Ringan
11995,2012-05-19,Summer,2012,May,23.0,0,Saturday,0,Clear,0.6,0.6212,0.56,0.1642,71,168,239,Malam,Angin Ringan
11996,2012-05-20,Summer,2012,May,0.0,0,Sunday,0,Clear,0.58,0.5455,0.53,0.1045,42,128,170,Malam,Angin Ringan
11997,2012-05-20,Summer,2012,May,1.0,0,Sunday,0,Clear,0.56,0.5303,0.52,0.0,28,102,130,Malam,Angin Ringan
11998,2012-05-20,Summer,2012,May,2.0,0,Sunday,0,Clear,0.56,0.5303,0.52,0.0,36,62,98,Malam,Angin Ringan
11999,2012-05-20,Summer,2012,May,3.0,0,Sunday,0,Clear,0.54,0.5152,0.56,0.0896,26,40,66,Malam,Angin Ringan
12000,2012-05-20,Summer,2012,May,4.0,0,Sunday,0,Clear,0.52,0.5,0.68,0.0896,2,14,16,Malam,Angin Ringan
12001,2012-05-20,Summer,2012,May,5.0,0,Sunday,0,Clear,0.5,0.4848,0.72,0.1045,1,7,8,Malam,Angin Ringan
12002,2012-05-20,Summer,2012,May,6.0,0,Sunday,0,Clear,0.5,0.4848,0.63,0.1343,4,21,25,Pagi,Angin Ringan
12003,2012-05-20,Summer,2012,May,7.0,0,Sunday,0,Clear,0.52,0.5,0.68,0.194,35,55,90,Pagi,Angin Ringan
12004,2012-05-20,Summer,2012,May,8.0,0,Sunday,0,Clear,0.56,0.5303,0.56,0.1642,51,120,171,Pagi,Angin Ringan
12005,2012-05-20,Summer,2012,May,9.0,0,Sunday,0,Clear,0.62,0.6212,0.32,0.2537,129,184,313,Pagi,Angin Sedang
12006,2012-05-20,Summer,2012,May,10.0,0,Sunday,0,Clear,0.66,0.6212,0.34,0.2985,174,258,432,Pagi,Angin Sedang
12007,2012-05-20,Summer,2012,May,11.0,0,Sunday,0,Clear,0.66,0.6212,0.36,0.3284,258,323,581,Pagi,Angin Sedang
12008,2012-05-20,Summer,2012,May,12.0,0,Sunday,0,Clear,0.68,0.6364,0.36,0.3284,247,390,637,Siang,Angin Sedang
12009,2012-05-20,Summer,2012,May,13.0,0,Sunday,0,Clear,0.7,0.6364,0.37,0.2836,244,363,607,Siang,Angin Sedang
12010,2012-05-20,Summer,2012,May,14.0,0,Sunday,0,Clear,0.72,0.6515,0.39,0.3881,236,307,543,Siang,Angin Kencang
12011,2012-05-20,Summer,2012,May,15.0,0,Sunday,0,Misty,0.7,0.6364,0.39,0.4179,246,256,502,Siang,Angin Kencang
12012,2012-05-20,Summer,2012,May,16.0,0,Sunday,0,Clear,0.72,0.6515,0.42,0.3582,238,339,577,Sore,Angin Kencang
12013,2012-05-20,Summer,2012,May,17.0,0,Sunday,0,Clear,0.72,0.6515,0.45,0.3284,209,340,549,Sore,Angin Sedang
12014,2012-05-20,Summer,2012,May,18.0,0,Sunday,0,Clear,0.7,0.6515,0.51,0.3284,146,328,474,Sore,Angin Sedang
12015,2012-05-20,Summer,2012,May,19.0,0,Sunday,0,Clear,0.66,0.6212,0.61,0.4179,142,260,402,Malam,Angin Kencang
12016,2012-05-20,Summer,2012,May,20.0,0,Sunday,0,Clear,0.66,0.6212,0.61,0.4179,83,191,274,Malam,Angin Kencang
12017,2012-05-20,Summer,2012,May,21.0,0,Sunday,0,Clear,0.64,0.6061,0.69,0.3881,51,182,233,Malam,Angin Kencang
12018,2012-05-20,Summer,2012,May,22.0,0,Sunday,0,Clear,0.62,0.5909,0.73,0.3284,44,101,145,Malam,Angin Sedang
12019,2012-05-20,Summer,2012,May,23.0,0,Sunday,0,Light_rainsnow,0.6,0.5758,0.78,0.3582,32,54,86,Malam,Angin Kencang
12020,2012-05-21,Summer,2012,May,0.0,0,Monday,1,Light_rainsnow,0.58,0.5455,0.88,0.2985,12,28,40,Malam,Angin Sedang
12021,2012-05-21,Summer,2012,May,1.0,0,Monday,1,Light_rainsnow,0.58,0.5455,0.88,0.3582,4,11,15,Malam,Angin Kencang
12022,2012-05-21,Summer,2012,May,2.0,0,Monday,1,Light_rainsnow,0.56,0.5303,0.94,0.2537,2,9,11,Malam,Angin Sedang
12023,2012-05-21,Summer,2012,May,3.0,0,Monday,1,Misty,0.56,0.5303,0.88,0.2985,0,2,2,Malam,Angin Sedang
12024,2012-05-21,Summer,2012,May,4.0,0,Monday,1,Light_rainsnow,0.56,0.5303,0.88,0.2985,2,5,7,Malam,Angin Sedang
12025,2012-05-21,Summer,2012,May,5.0,0,Monday,1,Light_rainsnow,0.56,0.5303,0.88,0.2985,1,14,15,Malam,Angin Sedang
12026,2012-05-21,Summer,2012,May,6.0,0,Monday,1,Light_rainsnow,0.56,0.5303,0.88,0.2985,3,76,79,Pagi,Angin Sedang
